Label,Time,ID,Signal1,Signal2,Signal3,Signal4
0,25740.3644593,id9,0.2718389102753923,,,
0,25974.3439997,id8,0.2287440840207748,,,
0,26313.5120065,id2,0.1334821159297906,0.0,0.2319610982161151,
0,26392.1820925,id3,0.2,0.8773146751915075,,
0,26557.1820925,id3,0.0,0.8986066710899331,,
0,26944.2789365,id6,0.8157894736842105,0.8888888888888888,,
0,27175.8239037,id7,0.0972498997731938,0.5,,
0,27844.2789365,id6,0.7894736842105263,0.8888888888888888,,
0,28084.0527813,id10,0.4162513983537035,0.6666666666666666,0.7336378981120938,0.138147579676717
0,28780.8239037,id7,0.0629161700024517,1.0,,
0,28930.8239037,id7,0.0621650640403438,1.0,,
0,28984.5704282,id1,0.0,0.5,,
0,29392.1820925,id3,0.6,1.0,,
0,29553.5120065,id2,0.0,0.0,0.2143144446349932,
0,29902.1820925,id3,0.2,1.0,,
0,29974.5704282,id1,0.0,0.75,,
0,30454.2789365,id6,0.7105263157894737,0.5555555555555556,,
0,30847.1820925,id3,0.8,1.0,,
0,30904.4164494,id5,0.0255659292239688,0.6988634551232095,,
0,30955.8239037,id7,0.0554934757886793,1.0,,
0,31042.1820925,id3,1.0,1.0,,
0,31450.8698499,id7,0.0574816974530824,0.5,,
0,31653.5120065,id2,0.0,0.0,0.216330279618986,
0,31719.4483949,id8,0.2203795615453882,,,
0,31860.3644593,id9,0.2820550784720165,,,
0,32464.4164494,id5,0.0,0.6993524747477384,,
0,32647.1820925,id3,0.8,1.0,,
0,32874.4483949,id8,0.2125271526909437,,,
0,32979.4483949,id8,0.2135513799328278,,,
0,33307.1820925,id3,0.0,1.0,,
0,33502.1820925,id3,0.2,1.0,,
0,33529.0527813,id10,0.4071344132305958,0.8888888888888888,0.6067628411805167,0.1306191012202202
0,33859.5704282,id1,0.0,0.5,,
0,33937.0161834,id4,0.2772,,,
0,34537.1820925,id3,0.8,1.0,,
0,34609.0527813,id10,0.3158293952376598,0.4444444444444444,0.537705206446365,0.0534521970411275
0,35034.4483949,id8,0.2453024244312338,,,
0,36140.4295188,id5,0.1965621694104138,0.546331142789038,,
0,36409.5704282,id1,0.0,0.5,,
0,36488.1972996,id3,0.4,1.0,,
0,37014.4483949,id8,0.2408641063830696,,,
0,37310.4295188,id5,0.1598190792973384,0.5303873631212983,,
0,37345.8698499,id7,0.0614139580782358,0.0,,
0,38044.2789365,id6,0.5263157894736842,0.8888888888888888,,
0,38667.0763427,id7,0.0642416511120538,0.75,,
0,38769.517303,id8,0.2493993333987701,,,
0,38854.2789365,id6,0.5,0.5555555555555556,,
0,39153.5120065,id2,0.0,0.0,0.2519844264842032,
0,39169.6488722,id1,0.0,0.25,,
0,39213.5120065,id2,6.031726883406719e-05,0.0,0.252152775124767,
0,39420.3644593,id9,0.3575658868818476,,,
0,39492.3238474,id7,0.0673476101382293,0.75,,
0,39864.517303,id8,0.2593005381460633,,,
0,40327.0161834,id4,0.2431199999999999,,,
0,40884.517303,id8,0.2763733820410289,,,
0,42171.1441673,id1,0.0,0.25,,
0,42180.3644593,id9,0.3501628664495113,,,
0,43254.517303,id8,0.3222987073398686,,,
0,43761.1441673,id1,0.0,0.5,,
0,43794.517303,id8,0.2995924429100003,,,
0,44373.5120065,id2,0.0,0.0,0.2634352381907696,
0,44451.1441673,id1,0.0,0.75,,
0,44556.1441673,id1,0.0,0.0,,
0,44670.3644593,id9,0.3603790346461355,,,
0,46264.2789365,id6,0.4210526315789473,0.2222222222222222,,
0,46357.0161834,id4,0.0,,,
0,46473.5120065,id2,0.0,0.0009638468097324,0.2254044924373523,
0,46504.2789365,id6,0.4473684210526316,0.0,,
0,46535.4295188,id5,0.0004144506918418,0.4360263472701554,,
0,46836.1441673,id1,0.0151746805730727,0.5,,
0,47076.1441673,id1,0.0281472931151967,0.75,,
0,47212.0161834,id4,0.00184,,,
0,47795.9280804,id5,0.0034248709759656,0.4420797511657252,,
0,48305.9280804,id5,0.0019810865118445,0.4507211892704191,,
0,48574.2789365,id6,0.4473684210526316,1.0,,
0,48606.1721076,id5,0.002270309115691,0.4613200767099119,,
0,48624.517303,id8,0.2403519927621275,,,
0,48651.1721076,id5,0.002334079407744,0.4630071548711706,,
0,48784.2789365,id6,0.4736842105263157,0.6666666666666666,,
0,49071.1721076,id5,0.0102590999331544,0.4829815634592726,,
0,49116.1721076,id5,0.0165205525099214,0.4853125657902749,,
0,49473.5120065,id2,0.0007238072260088,0.0007202379665546,0.2668066349264679,
0,49604.9876018,id7,0.0723054941247221,0.5,,
0,50250.3644593,id9,0.257328990228013,,,
0,50647.144029,id5,0.1707392961741437,0.5512369982072093,,
0,50910.3644593,id9,0.2567367485934261,,,
0,50944.0527813,id10,0.2576170618851435,0.8888888888888888,0.485989170835398,0.0043916124329565
0,51099.6744988,id8,0.2244764705129245,,,
0,51309.1806594,id3,0.0,1.0,,
0,51324.1806594,id3,0.2,1.0,,
0,51719.9876018,id7,0.0595582845247929,0.75,,
0,51929.9876018,id7,0.0649782872387154,0.5,,
0,52361.3449267,id8,0.2304511294239149,,,
0,52499.9876018,id7,0.0928843037797251,0.0,,
0,52683.5120065,id2,0.04849508414259,0.0,0.2254044924373523,
0,53114.9876018,id7,0.1420936935099977,0.25,,
0,53602.6650961,id1,0.0,0.75,,
0,53767.6650961,id1,0.0,1.0,,
0,53782.0161834,id4,0.0,,,
0,53879.9876018,id7,0.1863600405442585,0.5,,
0,53910.3644593,id9,0.3854012437074326,,,
0,54532.6650961,id1,0.0,0.0,,
0,55252.6650961,id1,0.0,0.75,,
0,55451.3449267,id8,0.247521583455316,,,
0,55474.2789365,id6,0.7894736842105263,1.0,,
0,55612.5964606,id5,0.1218556978338415,0.7963790825295881,,
0,55800.3644593,id9,0.2816108972460763,,,
0,56467.6650961,id1,0.0,1.0,,
0,56531.3449267,id8,0.2483751061568861,,,
0,56752.5964606,id5,0.2692773248916519,0.7721932527523897,,
0,56754.1806594,id3,0.6,0.941552566499789,,
0,57247.6650961,id1,0.0,0.25,,
0,57367.5964606,id5,0.2846939656297236,0.7678275597119325,,
0,57963.5120065,id2,0.1334217986609566,0.0,0.2757445285708981,
0,58054.0527813,id10,0.3240076484960854,0.5555555555555556,0.7343072644678188,0.0598514037291499
0,58072.5964606,id5,0.3168762031704482,0.7820455614443537,,
0,58170.3644593,id9,0.3082617708024873,,,
0,58389.1806594,id3,0.8,0.866095663188371,,
0,58492.5964606,id5,0.3430844924251701,0.7905581936253037,,
0,58504.0527813,id10,0.2851166428522258,0.0,0.7450230675402874,0.0271025224433887
0,58729.0527813,id10,0.2693623294897826,0.8888888888888888,0.7551859765076682,0.0138022105035776
0,59167.5964606,id5,0.2167322743760576,0.803024424249911,,
0,59302.5964606,id5,0.2002236215857059,0.8025864946540797,,
0,59719.0527813,id10,0.2725323680116914,0.1111111111111111,0.750286198530641,0.0165626526042931
0,59793.5120065,id2,0.200193015260269,0.0,0.2592232314340343,
0,60367.5964606,id5,0.0086718604151653,0.7725412870964884,,
0,60491.3449267,id8,0.2693739837745335,,,
0,61226.3449267,id8,0.247180174374688,,,
0,61420.3516839,id3,0.4,0.7975149285240365,,
0,61466.3449267,id8,0.247350878915002,,,
0,62717.4173783,id7,0.2361508536678245,0.25,,
0,63142.0161834,id4,0.2548,,,
0,63454.2789365,id6,0.736842105263158,0.5555555555555556,,
0,63870.3644593,id9,0.2580692922712467,,,
0,63881.4750693,id8,0.2304511294239149,,,
0,64547.4173783,id7,0.1858135667741211,0.75,,
0,64849.0527813,id10,0.2603431463046187,0.2222222222222222,0.6775995882286174,0.0065246813289639
0,65344.0527813,id10,0.2620269288489386,0.8888888888888888,0.6788343848565749,0.0100491366628072
0,65464.2789365,id6,0.736842105263158,0.2222222222222222,,
0,65640.3644593,id9,0.289902280130293,,,
0,66604.0527813,id10,0.3471385727049725,0.0,0.6974592702046343,0.097368865243435
0,66637.5964606,id5,0.0246465032529513,0.7503264041229707,,
0,66802.5964606,id5,0.0272288066355791,0.7545506373626073,,
0,66835.3516839,id3,0.6,1.0,,
0,67237.5964606,id5,0.0267892717845363,0.7681503390263653,,
0,67294.2789365,id6,0.763157894736842,0.3333333333333333,,
0,67440.3644593,id9,0.3594906721942551,,,
0,67630.3516839,id3,0.4,1.0,,
0,68642.8115036,id7,0.0677765766832521,0.25,,
0,68767.5964606,id5,0.0259160154407292,0.7752843840242906,,
0,68797.6980664,id5,0.0299311028719515,0.7752843840242906,,
0,69030.3644593,id9,0.373112229789754,,,
0,69510.3644593,id9,0.4339650577435591,,,
0,69792.6534743,id8,0.2369379019558473,,,
0,70722.6534743,id8,0.21662406165848,,,
0,70928.9327353,id1,0.0001902411714507,0.75,,
0,71340.3644593,id9,0.2574770506366596,,,
0,72732.6534743,id8,0.2010899484899049,,,
0,72818.9327353,id1,0.0,1.0,,
0,72940.3516839,id3,0.4,1.0,,
0,73017.6534743,id8,0.2121857436103157,,,
0,73242.6534743,id8,0.2043333347558712,,,
0,73503.2172856,id7,0.0491311664625887,0.0,,
0,73526.1483524,id3,1.0,1.0,,
0,73734.0729731,id1,0.0,0.0,,
0,73737.6534743,id8,0.1761670856040594,,,
0,73823.7820827,id5,0.1354737304858048,0.7283937553327525,,
0,73898.7820827,id5,0.1229477098861216,0.7288959560792364,,
0,74212.0161834,id4,0.07992,,,
0,74223.5120065,id2,0.0,0.0,0.1705291191521961,
0,74433.2172856,id7,0.0448012615045549,0.5,,
0,74532.6534743,id8,0.169509608531813,,,
0,74618.7820827,id5,0.0169583048118788,0.7273374729437702,,
0,75483.5120065,id2,0.0,0.0,0.1539504461490771,
0,75548.7820827,id5,0.0752203596011747,0.7305186049163793,,
0,75550.2812493,id1,0.0,0.25,,
0,75627.0352085,id3,0.2,1.0,,
0,76212.9854251,id8,0.1488543591538176,,,
0,76868.7820827,id5,0.0,0.7505957208067543,,
0,77862.0352085,id3,0.0,1.0,,
0,77973.5120065,id2,0.0,0.0,0.149431810929986,
0,77979.329338,id5,0.0,0.7566095813364594,,
0,78094.2789365,id6,0.763157894736842,0.3333333333333333,,
0,78304.2789365,id6,0.763157894736842,0.0,,
0,78897.0352085,id3,0.6,0.9998793654623316,,
0,79008.2172856,id7,0.0411582407397337,0.5,,
0,79465.9090343,id1,0.0,0.5,,
0,79818.3591574,id7,0.0442268863570602,0.25,,
0,79834.0527813,id10,0.2922429807812809,0.1111111111111111,0.7107180755323343,0.0341291023361191
0,80059.0527813,id10,0.2799070561672924,1.0,0.7089223312304972,0.0237147071379651
0,80518.2046818,id8,0.1536340862826099,,,
0,80983.2046818,id8,0.1427089957025132,,,
0,81153.3591574,id7,0.0375994808090494,0.0,,
0,81658.6111671,id3,0.2,1.0,,
0,81783.3591574,id7,0.042327030099964,0.5,,
0,82023.3591574,id7,0.0445803479862878,0.75,,
0,83749.0527813,id10,0.3007673862041962,0.2222222222222222,0.7085551296501698,0.0409047329469662
0,84337.0161834,id4,0.1853599999999999,,,
0,84510.3644593,id9,0.3186259994077583,,,
0,84514.2789365,id6,0.763157894736842,0.7777777777777778,,
0,84748.6111671,id3,0.6,0.9709873936908135,,
0,84813.4397922,id7,0.0896563055096989,1.0,,
0,85094.9956152,id8,0.2441074926490358,,,
0,85383.4397922,id7,0.0912212955329684,0.5,,
0,85421.4686438,id1,0.0,1.0,,
0,85646.4686438,id1,0.0,1.0,,
0,85779.755193,id5,0.1727948482725533,0.7644794492863978,,
0,86668.6111671,id3,1.0,1.0,,
0,86898.9118604,id7,0.0629161700024517,0.75,,
0,87003.5120065,id2,0.0,0.0,0.2385202265250829,
0,87026.4686438,id1,0.0,0.25,,
0,87034.2789365,id6,0.763157894736842,0.1111111111111111,,
0,87363.9118604,id7,0.0641091030010937,1.0,,
0,87394.0527813,id10,0.3213793660145542,0.3333333333333333,0.713724784451116,0.0579692841150257
0,87934.2789365,id6,0.736842105263158,0.1111111111111111,,
0,88594.2789365,id6,0.736842105263158,0.3333333333333333,,
0,88780.2855904,id5,0.0853054120839965,0.7503131702765279,,
0,88900.2855904,id5,0.0800380598318221,0.757383418644191,,
0,89073.5120065,id2,0.0,0.0,0.2334745193172804,
0,89100.6600062,id8,0.2389863564396155,,,
0,89433.9118604,id7,0.0623417948549571,0.5,,
0,89763.9118604,id7,0.0636419813667178,1.0,,
0,90583.6111671,id3,0.4,0.999276192773991,,
0,90821.4686438,id1,0.0,1.0,,
0,90823.6111671,id3,0.0,0.999276192773991,,
0,90907.0161834,id4,0.22912,,,
0,91357.0161834,id4,0.2074399999999999,,,
0,92347.0161834,id4,0.27648,,,
0,92974.2789365,id6,0.763157894736842,1.0,,
0,93300.6600062,id8,0.2681768328333114,,,
0,93345.6600062,id8,0.2686889464542534,,,
0,93364.2789365,id6,0.763157894736842,0.2222222222222222,,
0,93466.2016793,id8,0.2700545827767655,,,
0,93715.3941551,id5,0.1561577234760509,0.749321422660637,,
0,93731.4686438,id1,0.0,0.75,,
0,94069.4156586,id7,0.0712672311853895,0.25,,
0,94138.6111671,id3,1.0,1.0,,
0,94572.3398178,id1,0.0,1.0,,
0,95217.3398178,id1,0.0,0.5,,
0,95310.3644593,id9,0.3087059520284276,,,
0,95533.6111671,id3,0.4,0.9799746667470896,,
0,95770.3941551,id5,0.0798453518225962,0.7197782576760661,,
0,96237.3398178,id1,0.0,0.0,,
0,96307.0161834,id4,0.0566399999999999,,,
0,96505.3941551,id5,0.048626654328001,0.7064618974098517,,
0,97263.5120065,id2,0.1839676699439049,0.0,0.202392307656409,
0,97290.3644593,id9,0.3728161089724606,,,
0,97514.7859553,id3,0.4,0.8131371011520597,,
0,97767.3398178,id1,0.0,0.5,,
0,97874.7859553,id3,0.4,0.7878038482417515,,
0,97954.2789365,id6,0.7105263157894737,0.5555555555555556,,
0,97984.4156586,id7,0.2623610364223983,0.5,,
0,98074.2789365,id6,0.7105263157894737,1.0,,
0,98191.7288232,id8,0.2133806753925138,,,
0,98350.3941551,id5,0.0,0.7197649183806476,,
0,98459.7859553,id3,1.0,0.7482357198866034,,
0,98517.3398178,id1,0.0,0.5,,
0,98569.4156586,id7,0.2991003352196952,0.25,,
0,98607.3398178,id1,0.0,0.75,,
0,98667.3398178,id1,0.0,0.5,,
0,98877.3398178,id1,0.0,0.25,,
0,99124.4156586,id7,0.3056103804611271,0.75,,
0,99280.3941551,id5,0.0,0.7645564270386146,,
0,99304.2789365,id6,0.763157894736842,0.0,,
0,99676.7288232,id8,0.2179896979809921,,,
0,99739.4156586,id7,0.2745049363954083,1.0,,
0,99764.7859553,id3,0.4,0.7696483503226973,,
0,101734.722969,id7,0.2393313058258817,0.5,,
0,102210.439242,id3,0.6,0.7894927317691053,,
0,102633.512006,id2,0.2061041076060076,0.0,0.1430742984595515,
0,102670.394155,id5,0.0699530073490002,0.7222506143589132,,
0,103009.052781,id10,0.3605599320905593,0.4444444444444444,0.658398440948571,0.091972911810203
0,103144.278936,id6,0.7105263157894737,0.8888888888888888,,
0,103233.512006,id2,0.1929549430001809,0.0,0.1492644772885781,
0,103285.394155,id5,0.035715217709866,0.7013103986029277,,
0,103517.543849,id8,0.1497078818553877,,,
0,104284.278936,id6,0.6842105263157895,0.6666666666666666,,
0,104385.535268,id3,0.8,0.7745340490982568,,
0,104505.535268,id3,0.0,0.7644610652029679,,
0,105004.278936,id6,0.6842105263157895,0.0,,
0,105672.714214,id1,0.1020691533364313,1.0,,
0,105795.535268,id3,0.4,0.6976898486036553,,
0,105829.859393,id7,0.3276736055786848,0.0,,
0,105857.543849,id8,0.1751428583621753,,,
0,105904.278936,id6,0.7105263157894737,0.0,,
0,106350.535268,id3,0.6,0.7005247602388562,,
0,106440.535268,id3,0.6,0.7012485674648652,,
0,106572.714214,id1,0.1600556506604545,1.0,,
0,106635.535268,id3,0.8,0.7027564991857169,,
0,106782.714214,id1,0.1717469059691185,0.75,,
0,106905.535268,id3,0.8,0.704746969057241,,
0,106977.714214,id1,0.1832179897698957,0.25,,
0,106984.859393,id7,0.3227764024377144,0.5,,
0,107670.364459,id9,0.33891027539236,,,
0,108184.278936,id6,0.7105263157894737,0.6666666666666666,,
0,108454.278936,id6,0.6842105263157895,0.5555555555555556,,
0,108506.336466,id5,0.0506191427303914,0.6634475730628272,,
0,108731.336466,id5,0.0517577098259003,0.6351536620926592,,
0,108978.937457,id8,0.1877749943454121,,,
0,109204.859393,id7,0.310555381555478,0.0,,
0,109219.052781,id10,0.2576640401632725,0.1111111111111111,0.5483502049148776,0.1074072204289352
0,110102.426988,id3,0.2,0.7031787200675556,,
0,110550.364459,id9,0.2881255552265324,,,
0,110563.586979,id1,0.2417949053343695,0.0,,
0,110756.336466,id5,0.0543331881332013,0.779482887713871,,
0,110927.426988,id3,0.4,0.6943723988177817,,
0,111012.46789,id5,0.0541213859720613,0.8176675435276236,,
0,111587.426988,id3,0.8,0.6943120815489475,,
0,112057.016183,id4,0.1885599999999999,,,
0,112670.279185,id7,0.3841290371324141,0.25,,
0,113555.279185,id7,0.411990059112592,0.0,,
0,113820.812336,id1,0.2996408571398923,0.5,,
0,113892.46789,id5,0.1584817178313122,0.8865286771916344,,
0,113973.512006,id2,0.4098558417274865,0.3071668944030795,0.1280265848592988,
0,114124.678365,id8,0.1331495414449286,,,
0,114543.512006,id2,0.3879003558718861,0.3285187253234161,0.1373880277932425,
0,114783.512006,id2,0.3881416249472224,0.3393263343050379,0.1415689225878498,
0,115680.364459,id9,0.2941960319810481,,,
0,115740.364459,id9,0.3072253479419602,,,
0,115924.278936,id6,0.8947368421052632,0.4444444444444444,,
0,115953.197657,id3,0.2,0.5972012787260994,,
0,115965.891569,id1,0.3554950297640961,0.0,,
0,116112.46789,id5,0.2084010735442013,0.8844423164841162,,
0,116480.279185,id7,0.3753357899284754,0.0,,
0,116493.197657,id3,0.2,0.6456963628686894,,
0,116645.279185,id7,0.352887254079762,0.25,,
0,116730.891569,id1,0.3563762805189724,0.25,,
0,116778.197657,id3,0.4,0.6846613185354967,,
0,117065.124164,id8,0.1758256765234314,,,
0,117664.278936,id6,0.8947368421052632,0.2222222222222222,,
0,118377.46789,id5,0.1971019284852548,0.8843910155574675,,
0,118640.279185,id7,0.2576686410996458,1.0,,
0,118880.279185,id7,0.262706449067588,0.0,,
0,119433.512006,id2,0.2358405211412027,0.3732539538726711,0.204406729625455,
0,119607.46789,id5,0.2315032790472194,0.8854471397729863,,
0,120045.891569,id1,0.3900986635187107,0.5,,
0,120515.253027,id8,0.2295976067223448,,,
0,120785.08828,id3,1.0,0.7579468001688884,,
0,120845.279185,id7,0.2853904422760431,0.25,,
0,120987.46789,id5,0.1499677173937044,0.8855372459226702,,
0,120993.512006,id2,0.2360214729477049,0.4064623763943246,0.2252364075098256,
0,121070.120934,id3,0.0,0.771035647505881,,
0,121205.253027,id8,0.2278905613192047,,,
0,122130.891569,id1,0.3963849518456889,0.25,,
0,122452.016183,id4,0.0,,,
0,123690.364459,id9,0.3942848682262362,,,
0,124023.512006,id2,0.0,0.3773098398181597,0.2304478114508795,
0,124035.891569,id1,0.3729722285302602,0.75,,
0,124047.651628,id5,0.084760690777918,0.9173081259666048,,
0,125180.253027,id8,0.2432539699474657,,,
0,125300.253027,id8,0.2485458106972001,,,
0,125420.120934,id3,0.4,1.0,,
0,125872.016183,id4,0.1596,,,
0,126425.253027,id8,0.2379621291977314,,,
0,126637.016183,id4,0.0813599999999999,,,
0,126762.749319,id5,0.1490329711359534,0.9700970431105465,,
0,126915.891569,id1,0.3562058752544521,0.0,,
0,126950.253027,id8,0.2389863564396154,,,
0,127053.512006,id2,0.0,0.3608616115420396,0.2356608091799193,
0,127894.052781,id10,0.3852375493910657,0.3333333333333333,0.9053449927537404,0.2750512584063532
0,127984.278936,id6,0.9210526315789472,0.6666666666666666,,
0,127993.518267,id5,0.2156439398349536,0.9149126943114864,,
0,128300.924163,id3,0.4,0.9755715061222028,,
0,128794.052781,id10,0.4664868503962113,0.3333333333333333,0.8270416991171924,0.3518712677532861
0,128885.924163,id3,1.0,0.9597683816876772,,
0,129035.924163,id3,0.6,0.9597683816876772,,
0,129900.364459,id9,0.3397986378442404,,,
0,130050.364459,id9,0.3266212614746817,,,
0,130470.891569,id1,0.3667161529013826,0.5,,
0,130700.924163,id3,0.0,1.0,,
0,130985.924163,id3,0.2,1.0,,
0,131060.924163,id3,0.0,1.0,,
0,131205.891569,id1,0.3658955393139558,0.25,,
0,131385.891569,id1,0.3667063408335416,0.75,,
0,131403.512006,id2,0.0,0.3709335452084101,0.2232195177400329,
0,131913.512006,id2,0.0,0.3728506510370848,0.2117949867448282,
0,131940.891569,id1,0.3687183088738719,0.0,,
0,132262.048137,id7,0.0552283795667586,0.5,,
0,132426.721711,id3,0.2,1.0,,
0,132471.721711,id3,0.8,1.0,,
0,133757.051722,id1,0.3488987083295068,0.25,,
0,133835.31525,id8,0.2232815387307264,,,
0,134059.052781,id10,0.3683431322155232,1.0,0.8128545883411195,0.2532919657326901
0,134070.364459,id9,0.3670417530352383,,,
0,134257.048137,id7,0.0989574814931079,0.0,,
0,134477.051722,id1,0.349128903676483,1.0,,
0,134580.364459,id9,0.3550488599348534,,,
0,135257.051722,id1,0.3653646287942967,0.25,,
0,135740.31525,id8,0.2372793110364753,,,
0,136247.051722,id1,0.3632928000810943,0.5,,
0,136372.048137,id7,0.0599862304604064,0.25,,
0,136745.31525,id8,0.2295976067223448,,,
0,137903.330698,id8,0.2446196062699778,,,
0,137977.048137,id7,0.0643741992230139,0.75,,
0,138157.048137,id7,0.0668484306276047,0.0,,
0,138270.364459,id9,0.4920047379330765,,,
0,138364.278936,id6,0.868421052631579,0.2222222222222222,,
0,138453.512006,id2,0.0,0.369631670580399,0.2634342274273146,
0,138517.016183,id4,0.0,,,
0,139008.420874,id1,0.3713907208474464,0.25,,
0,139140.364459,id9,0.2785016286644951,,,
0,139239.246147,id3,1.0,1.0,,
0,139698.420874,id1,0.3655951770933535,0.5,,
0,139763.40705,id7,0.0744500206084701,0.5,,
0,140738.40705,id7,0.0781614118980599,0.5,,
0,141446.44885,id3,0.4,1.0,,
0,141450.364459,id9,0.3948771098608232,,,
0,141596.44885,id3,0.0,1.0,,
0,142901.44885,id3,0.6,1.0,,
0,143899.016088,id5,0.1943789321968913,0.8780674513863087,,
0,143914.052781,id10,0.2575192599471997,0.7777777777777778,0.8486234482968643,0.165972557077205
0,144048.420874,id1,0.3604900781993572,0.5,,
0,144360.364459,id9,0.260586319218241,,,
0,144637.016183,id4,0.27608,,,
0,144686.44885,id3,0.4,1.0,,
0,145129.016088,id5,0.3334278459058581,0.8679193055931878,,
0,145211.44885,id3,0.2,1.0,,
0,145740.364459,id9,0.3030796564998518,,,
0,145833.420874,id1,0.3723517387725415,0.25,,
0,145838.330698,id8,0.2331824020689391,,,
0,146261.44885,id3,1.0,1.0,,
0,146313.420874,id1,0.3618114601987587,0.75,,
0,146493.420874,id1,0.3565362384019065,0.0,,
0,146583.512006,id2,0.0,0.3603470512393941,0.2358289969324748,
0,146718.420874,id1,0.3570266300227112,0.0,,
0,146831.44885,id3,0.2,1.0,,
0,146838.420874,id1,0.3609703753906563,0.75,,
0,146936.44885,id3,0.4,1.0,,
0,147094.278936,id6,0.8421052631578947,0.3333333333333333,,
0,147529.016088,id5,0.3260320979277867,0.8520400606985393,,
0,148354.278936,id6,0.868421052631579,0.5555555555555556,,
0,148826.849049,id3,0.4,1.0,,
0,149100.364459,id9,0.2999703879182707,,,
0,149133.512006,id2,0.0,0.4022893519865554,0.2117949867448282,
0,149358.555782,id1,0.4016802919111361,0.25,,
0,149880.364459,id9,0.3883624518803671,,,
0,150198.555782,id1,0.3967953645250264,0.5,,
0,150783.555782,id1,0.4053336283071522,0.25,,
0,151031.849049,id3,1.0,1.0,,
0,152261.849049,id3,0.6,1.0,,
0,152730.364459,id9,0.33891027539236,,,
0,152880.364459,id9,0.3218833283979863,,,
0,153115.864391,id8,0.1961395168207986,,,
0,153184.016088,id5,0.094092511888679,0.9903547403717043,,
